Label,Probabilities
0,[ 0.50414991  0.49585006]
0,[ 0.50125676  0.49874324]
1,[ 0.4987748   0.50122523]
1,[ 0.49531707  0.50468296]
1,[ 0.47934845  0.52065158]
0,[ 0.5023756  0.4976244]
1,[ 0.476789    0.52321094]
1,[ 0.49239692  0.50760311]
1,[ 0.48197803  0.518022  ]
1,[ 0.4826183   0.51738173]
0,[ 0.51062149  0.48937857]
1,[ 0.49339107  0.5066089 ]
1,[ 0.49321994  0.50678003]
1,[ 0.49816617  0.5018338 ]
1,[ 0.48117089  0.51882917]
1,[ 0.4882977  0.5117023]
1,[ 0.49230891  0.50769109]
1,[ 0.49246666  0.50753331]
0,[ 0.50088322  0.49911681]
1,[ 0.47614267  0.5238573 ]
1,[ 0.47919697  0.52080303]
1,[ 0.47842136  0.52157867]
1,[ 0.48729455  0.51270545]
1,[ 0.49741277  0.5025872 ]
1,[ 0.49874362  0.50125635]
1,[ 0.49518573  0.50481427]
0,[ 0.50841373  0.49158624]
0,[ 0.51730269  0.48269731]
1,[ 0.47353163  0.5264684 ]
1,[ 0.49914321  0.50085682]
1,[ 0.4801836  0.5198164]
1,[ 0.48417911  0.51582092]
1,[ 0.4777616   0.52223843]
1,[ 0.4916797   0.50832027]
0,[ 0.50801903  0.49198097]
1,[ 0.4936696   0.50633043]
1,[ 0.48352292  0.51647705]
0,[ 0.50308067  0.49691933]
1,[ 0.49495837  0.5050416 ]
1,[ 0.48125666  0.51874334]
1,[ 0.48229063  0.51770931]
0,[ 0.51756197  0.482438  ]
1,[ 0.48009166  0.51990831]
1,[ 0.48577318  0.51422685]
1,[ 0.47869629  0.52130371]
1,[ 0.47685456  0.52314544]
1,[ 0.49037081  0.50962919]
1,[ 0.48145634  0.51854372]
1,[ 0.48869622  0.51130378]
1,[ 0.48119515  0.51880485]
1,[ 0.48254982  0.51745021]
1,[ 0.47884417  0.52115583]
1,[ 0.47685292  0.52314711]
1,[ 0.48939323  0.51060677]
0,[ 0.50046527  0.49953467]
1,[ 0.4857612   0.51423883]
1,[ 0.48892224  0.51107776]
1,[ 0.48504108  0.51495892]
1,[ 0.47802281  0.52197713]
1,[ 0.48060641  0.51939362]
1,[ 0.4997927  0.5002073]
1,[ 0.49512261  0.50487739]
1,[ 0.49614626  0.50385374]
1,[ 0.49140069  0.50859928]
1,[ 0.48332343  0.5166766 ]
0,[ 0.50750732  0.49249265]
0,[ 0.50915599  0.49084395]
1,[ 0.49472496  0.50527501]
0,[ 0.52166826  0.47833171]
1,[ 0.47659111  0.52340895]
1,[ 0.48424837  0.51575166]
1,[ 0.48060817  0.51939183]
0,[ 0.50941408  0.49058589]
0,[ 0.50964439  0.49035564]
1,[ 0.48506466  0.51493537]
0,[ 0.50780654  0.49219346]
0,[ 0.50708973  0.49291027]
1,[ 0.48149484  0.51850516]
1,[ 0.47336191  0.52663815]
1,[ 0.49024466  0.50975531]
1,[ 0.49896294  0.50103706]
1,[ 0.48750833  0.51249164]
1,[ 0.49466604  0.50533396]
0,[ 0.50408071  0.49591929]
1,[ 0.48741186  0.51258814]
0,[ 0.50277877  0.49722129]
0,[ 0.50368273  0.49631727]
1,[ 0.48920679  0.51079321]
1,[ 0.47963428  0.52036572]
1,[ 0.48215571  0.51784426]
1,[ 0.47109753  0.52890247]
1,[ 0.48195148  0.51804858]
1,[ 0.48132923  0.51867074]
1,[ 0.48530126  0.5146988 ]
1,[ 0.48207974  0.51792032]
1,[ 0.48016271  0.51983726]
1,[ 0.48589239  0.51410764]
1,[ 0.49421954  0.5057804 ]
1,[ 0.49411708  0.50588292]
1,[ 0.48358497  0.516415  ]
1,[ 0.48949081  0.51050919]
1,[ 0.49174559  0.50825441]
1,[ 0.48221335  0.51778662]
1,[ 0.48353925  0.51646078]
1,[ 0.48361275  0.51638722]
1,[ 0.48786962  0.51213038]
0,[ 0.50500333  0.49499667]
1,[ 0.4903712   0.50962877]
0,[ 0.5056805   0.49431956]
0,[ 0.50298846  0.49701157]
1,[ 0.48956406  0.51043594]
0,[ 0.50355774  0.49644226]
1,[ 0.49397594  0.50602406]
1,[ 0.49573112  0.50426883]
1,[ 0.49056584  0.50943416]
1,[ 0.48957229  0.51042771]
0,[ 0.50738192  0.49261805]
0,[ 0.514485    0.48551503]
0,[ 0.50894785  0.49105212]
1,[ 0.4757427  0.5242573]
1,[ 0.48629969  0.51370031]
1,[ 0.47268221  0.52731776]
1,[ 0.48966098  0.51033902]
1,[ 0.48095599  0.51904404]
1,[ 0.4919942   0.50800586]
0,[ 0.50131065  0.49868929]
0,[ 0.50595105  0.49404895]
0,[ 0.51338452  0.48661542]
0,[ 0.50078523  0.49921477]
1,[ 0.4789339   0.52106613]
1,[ 0.48131305  0.51868695]
1,[ 0.48787332  0.51212668]
1,[ 0.49388027  0.50611967]
1,[ 0.49465308  0.50534695]
1,[ 0.49912745  0.50087261]
0,[ 0.50268567  0.49731433]
1,[ 0.48383114  0.51616883]
1,[ 0.4814927  0.5185073]
1,[ 0.48998427  0.51001573]
1,[ 0.47879526  0.52120477]
1,[ 0.48118097  0.51881903]
0,[ 0.50311846  0.49688151]
1,[ 0.48831558  0.51168442]
1,[ 0.49307626  0.50692379]
1,[ 0.48531494  0.51468509]
0,[ 0.50663054  0.49336949]
0,[ 0.51045066  0.48954934]
1,[ 0.4826529   0.51734716]
1,[ 0.48063394  0.51936603]
1,[ 0.49669668  0.50330335]
1,[ 0.48477098  0.51522899]
0,[ 0.5032621  0.4967379]
1,[ 0.48599234  0.51400763]
0,[ 0.51042229  0.48957765]
1,[ 0.49543417  0.50456583]
1,[ 0.48365083  0.51634914]
0,[ 0.50921184  0.49078816]
0,[ 0.50147456  0.49852547]
0,[ 0.51141894  0.48858112]
1,[ 0.49217129  0.50782871]
1,[ 0.48599407  0.51400596]
0,[ 0.50147623  0.49852377]
0,[ 0.50621927  0.4937807 ]
1,[ 0.49233687  0.50766313]
1,[ 0.47391981  0.52608025]
1,[ 0.49599794  0.50400209]
0,[ 0.50430453  0.49569547]
1,[ 0.47550812  0.52449185]
1,[ 0.49809298  0.50190705]
1,[ 0.49825272  0.50174731]
1,[ 0.4943088   0.50569123]
1,[ 0.49531356  0.50468647]
1,[ 0.4943929   0.50560713]
1,[ 0.48749191  0.51250809]
1,[ 0.48326677  0.51673323]
1,[ 0.48769441  0.51230562]
0,[ 0.50927269  0.49072731]
0,[ 0.51392746  0.48607254]
1,[ 0.48646602  0.51353401]
0,[ 0.50322533  0.49677464]
0,[ 0.5207653  0.4792347]
1,[ 0.48345414  0.51654589]
1,[ 0.49223325  0.50776678]
1,[ 0.4852497  0.5147503]
1,[ 0.48573342  0.51426661]
1,[ 0.4840762  0.5159238]
1,[ 0.47847655  0.52152342]
0,[ 0.50750977  0.49249023]
1,[ 0.49721146  0.50278854]
1,[ 0.47886187  0.52113813]
1,[ 0.49631262  0.50368738]
0,[ 0.51155424  0.48844576]
1,[ 0.49072039  0.50927961]
1,[ 0.48361158  0.51638842]
1,[ 0.48979366  0.51020634]
1,[ 0.46893087  0.5310691 ]
1,[ 0.47982597  0.52017403]
1,[ 0.4981879  0.5018121]
1,[ 0.47613323  0.52386677]
0,[ 0.50424665  0.49575332]
1,[ 0.49122319  0.50877678]
1,[ 0.49146986  0.5085302 ]
0,[ 0.50086147  0.4991385 ]
1,[ 0.49402517  0.50597483]
1,[ 0.48994407  0.51005596]
0,[ 0.50258827  0.49741173]
0,[ 0.50704896  0.49295101]
1,[ 0.48929065  0.51070935]
0,[ 0.5070107  0.4929893]
1,[ 0.49157485  0.50842512]
0,[ 0.51057291  0.48942709]
1,[ 0.49942851  0.50057149]
1,[ 0.4894675   0.51053244]
1,[ 0.48438272  0.51561731]
0,[ 0.50261414  0.49738586]
1,[ 0.49549571  0.50450432]
1,[ 0.4913936   0.50860637]
1,[ 0.48441529  0.51558471]
1,[ 0.48964417  0.51035577]
1,[ 0.49868274  0.50131726]
1,[ 0.47527608  0.52472389]
1,[ 0.48622602  0.51377392]
1,[ 0.48464394  0.51535606]
0,[ 0.5117057  0.4882943]
1,[ 0.48806074  0.51193923]
1,[ 0.49904364  0.50095636]
1,[ 0.48279887  0.51720113]
1,[ 0.47553802  0.52446198]
1,[ 0.4955017  0.5044983]
1,[ 0.4776141  0.5223859]
1,[ 0.49178827  0.50821173]
1,[ 0.48897505  0.51102501]
0,[ 0.52397799  0.47602203]
0,[ 0.50785357  0.49214643]
1,[ 0.49315345  0.50684661]
0,[ 0.51132143  0.48867857]
1,[ 0.48601002  0.51398998]
0,[ 0.50248104  0.49751896]
1,[ 0.48678547  0.51321453]
0,[ 0.50566351  0.49433649]
1,[ 0.48810276  0.51189727]
0,[ 0.503429    0.49657097]
1,[ 0.48002413  0.5199759 ]
0,[ 0.5057227   0.49427724]
0,[ 0.50108922  0.49891078]
1,[ 0.47350341  0.52649659]
1,[ 0.48824745  0.51175255]
1,[ 0.4916158   0.50838417]
1,[ 0.4726322   0.52736783]
0,[ 0.50783378  0.49216616]
0,[ 0.50705916  0.49294087]
1,[ 0.48695236  0.51304764]
1,[ 0.49391729  0.50608277]
0,[ 0.50515062  0.49484935]
0,[ 0.50911576  0.49088424]
1,[ 0.4973616  0.5026384]
1,[ 0.49861962  0.50138038]
0,[ 0.51895773  0.48104224]
0,[ 0.50347126  0.49652874]
1,[ 0.47836536  0.52163464]
1,[ 0.48557851  0.51442146]
0,[ 0.50416565  0.49583435]
1,[ 0.48244131  0.51755869]
0,[ 0.50004989  0.49995014]
0,[ 0.52400428  0.47599578]
1,[ 0.49545163  0.50454837]
1,[ 0.49443939  0.50556064]
1,[ 0.4966749  0.5033251]
0,[ 0.51307565  0.48692438]
0,[ 0.50184929  0.49815065]
1,[ 0.49203748  0.50796252]
1,[ 0.49510968  0.50489038]
1,[ 0.490015    0.50998497]
1,[ 0.49778488  0.50221509]
1,[ 0.49302405  0.50697595]
0,[ 0.50609344  0.49390653]
1,[ 0.4943248  0.5056752]
0,[ 0.51018202  0.48981798]
0,[ 0.50704801  0.49295202]
1,[ 0.48238832  0.51761174]
1,[ 0.47774893  0.52225107]
1,[ 0.49292684  0.50707316]
0,[ 0.51080841  0.48919156]
0,[ 0.50370085  0.49629918]
0,[ 0.50324804  0.49675199]
1,[ 0.48037919  0.51962084]
1,[ 0.47659913  0.52340084]
1,[ 0.4756774   0.52432263]
1,[ 0.48852947  0.5114705 ]
1,[ 0.47560328  0.52439666]
1,[ 0.49332064  0.50667936]
0,[ 0.50343126  0.49656874]
1,[ 0.48276407  0.51723593]
1,[ 0.4857752   0.51422483]
0,[ 0.50877202  0.49122798]
1,[ 0.49340963  0.50659031]
1,[ 0.47871885  0.52128112]
1,[ 0.48761579  0.51238424]
1,[ 0.48853728  0.51146275]
0,[ 0.50871658  0.49128339]
1,[ 0.48590326  0.51409674]
0,[ 0.50335449  0.49664551]
1,[ 0.48118353  0.51881647]
0,[ 0.50633848  0.49366155]
1,[ 0.49099058  0.50900936]
1,[ 0.47707438  0.52292556]
1,[ 0.48628929  0.51371068]
0,[ 0.513924    0.48607603]
1,[ 0.49719769  0.50280231]
1,[ 0.47370383  0.52629614]
1,[ 0.4785338  0.5214662]
0,[ 0.51696157  0.48303843]
1,[ 0.49895114  0.50104886]
0,[ 0.50937086  0.49062908]
0,[ 0.51177418  0.48822582]
0,[ 0.50123793  0.49876207]
1,[ 0.48350701  0.51649296]
1,[ 0.47601867  0.52398133]
1,[ 0.47804466  0.52195531]
0,[ 0.50303239  0.49696767]
1,[ 0.47751942  0.52248055]
1,[ 0.48283148  0.51716852]
0,[ 0.50474411  0.49525589]
1,[ 0.48709366  0.51290637]
1,[ 0.49261475  0.50738525]
1,[ 0.48865512  0.51134485]
0,[ 0.50259483  0.49740517]
1,[ 0.48368752  0.51631254]
0,[ 0.50473619  0.49526387]
1,[ 0.48660469  0.51339537]
1,[ 0.47965127  0.52034873]
1,[ 0.49024165  0.50975835]
1,[ 0.49586925  0.50413078]
1,[ 0.48626366  0.51373631]
1,[ 0.48959783  0.51040214]
1,[ 0.4880026  0.5119974]
1,[ 0.48290458  0.51709545]
1,[ 0.49677476  0.50322527]
1,[ 0.48697448  0.51302546]
1,[ 0.49061012  0.50938988]
1,[ 0.49651152  0.50348848]
1,[ 0.49108037  0.5089196 ]
1,[ 0.48729745  0.51270258]
0,[ 0.50226903  0.49773094]
1,[ 0.47953323  0.5204668 ]
0,[ 0.51246786  0.48753217]
0,[ 0.50188971  0.49811023]
0,[ 0.50036013  0.49963981]
1,[ 0.48750174  0.51249826]
1,[ 0.48125565  0.51874429]
1,[ 0.47928658  0.52071345]
1,[ 0.48155779  0.51844215]
1,[ 0.47327587  0.52672416]
1,[ 0.49214908  0.50785089]
1,[ 0.49942604  0.50057399]
1,[ 0.49734786  0.50265211]
0,[ 0.5095765   0.49042347]
1,[ 0.48407924  0.51592076]
1,[ 0.48793271  0.51206726]
1,[ 0.49367452  0.50632548]
1,[ 0.47818235  0.52181762]
1,[ 0.49461609  0.50538385]
1,[ 0.48994669  0.51005328]
0,[ 0.50286716  0.49713278]
1,[ 0.48302346  0.51697654]
1,[ 0.48292726  0.51707268]
1,[ 0.4871099  0.5128901]
1,[ 0.48737025  0.51262969]
1,[ 0.49653301  0.50346702]
0,[ 0.50957876  0.49042124]
1,[ 0.48372811  0.51627183]
1,[ 0.48974448  0.51025552]
0,[ 0.50015354  0.49984649]
0,[ 0.51196188  0.48803812]
1,[ 0.49808183  0.50191814]
0,[ 0.50744927  0.49255073]
1,[ 0.49263903  0.50736099]
1,[ 0.4661516  0.5338484]
0,[ 0.5035069   0.49649307]
1,[ 0.48836672  0.51163328]
1,[ 0.49844524  0.50155479]
1,[ 0.48402229  0.51597774]
1,[ 0.47190171  0.52809829]
1,[ 0.47715926  0.5228408 ]
1,[ 0.47689745  0.52310252]
0,[ 0.50595075  0.49404925]
1,[ 0.49232507  0.50767493]
1,[ 0.48701426  0.51298571]
1,[ 0.49963462  0.50036538]
1,[ 0.48803121  0.51196879]
0,[ 0.50392455  0.49607545]
1,[ 0.47580299  0.52419698]
1,[ 0.49808654  0.50191343]
0,[ 0.5011304  0.4988696]
1,[ 0.48387411  0.51612592]
1,[ 0.4973889   0.50261116]
0,[ 0.52034843  0.47965157]
1,[ 0.47771889  0.52228105]
1,[ 0.47263175  0.52736831]
1,[ 0.49483022  0.50516981]
1,[ 0.49171254  0.50828743]
1,[ 0.48904958  0.51095039]
1,[ 0.48139852  0.51860148]
1,[ 0.49043068  0.50956929]
0,[ 0.50704187  0.4929581 ]
1,[ 0.48670647  0.51329356]
0,[ 0.50142646  0.49857354]
1,[ 0.48071349  0.51928657]
0,[ 0.50006151  0.49993849]
1,[ 0.49250913  0.50749087]
1,[ 0.49094394  0.50905603]
1,[ 0.49396893  0.50603104]
1,[ 0.49295253  0.50704741]
1,[ 0.49531385  0.50468618]
1,[ 0.48421386  0.51578611]
1,[ 0.47721127  0.52278876]
1,[ 0.48268446  0.51731557]
1,[ 0.48958018  0.51041985]
0,[ 0.50338376  0.49661624]
0,[ 0.50548679  0.49451324]
1,[ 0.49657485  0.50342512]
1,[ 0.48216951  0.51783049]
1,[ 0.48826644  0.51173359]
1,[ 0.49258977  0.50741023]
0,[ 0.50419885  0.49580118]
1,[ 0.48078662  0.51921338]
1,[ 0.49252892  0.50747102]
0,[ 0.50060171  0.49939832]
0,[ 0.50968874  0.49031129]
1,[ 0.48598105  0.51401895]
1,[ 0.49570808  0.50429189]
1,[ 0.48251745  0.51748258]
1,[ 0.48136476  0.51863521]
1,[ 0.48167229  0.51832777]
1,[ 0.49027351  0.50972646]
1,[ 0.48929304  0.51070696]
1,[ 0.48502448  0.51497549]
1,[ 0.497866    0.50213403]
1,[ 0.48728999  0.51270998]
1,[ 0.48958987  0.51041013]
0,[ 0.50081748  0.49918252]
1,[ 0.47959325  0.52040672]
1,[ 0.49379426  0.50620574]
1,[ 0.48796234  0.51203763]
0,[ 0.5027445   0.49725544]
1,[ 0.49540195  0.50459802]
1,[ 0.4890022   0.51099783]
1,[ 0.49182624  0.50817382]
0,[ 0.50176299  0.49823701]
1,[ 0.48794141  0.51205856]
1,[ 0.48553133  0.51446867]
1,[ 0.49213082  0.50786918]
1,[ 0.49394959  0.50605041]
1,[ 0.49703154  0.50296843]
1,[ 0.47704652  0.52295351]
0,[ 0.5050559  0.4949441]
1,[ 0.49791065  0.50208932]
1,[ 0.4908385   0.50916153]
1,[ 0.47967806  0.52032197]
1,[ 0.47693193  0.52306807]
1,[ 0.47514132  0.52485871]
1,[ 0.49036071  0.50963926]
1,[ 0.47477674  0.52522331]
0,[ 0.51652044  0.48347959]
1,[ 0.49160293  0.50839704]
1,[ 0.48866528  0.51133472]
0,[ 0.51523167  0.48476836]
1,[ 0.47964713  0.52035284]
1,[ 0.49098665  0.50901341]
1,[ 0.48713031  0.51286972]
1,[ 0.47415289  0.52584708]
1,[ 0.48475161  0.51524842]
1,[ 0.47764689  0.52235311]
1,[ 0.48919904  0.51080096]
1,[ 0.48628172  0.51371831]
0,[ 0.5037027  0.4962973]
1,[ 0.49031487  0.50968516]
1,[ 0.47894147  0.52105856]
1,[ 0.48343664  0.51656336]
1,[ 0.49816325  0.50183672]
1,[ 0.48828635  0.51171368]
1,[ 0.49102867  0.50897133]
1,[ 0.4962132  0.5037868]
1,[ 0.49417275  0.50582719]
0,[ 0.52181357  0.4781864 ]
1,[ 0.48332879  0.51667118]
1,[ 0.49496827  0.50503176]
0,[ 0.51430678  0.48569319]
1,[ 0.49999064  0.50000936]
1,[ 0.48928475  0.51071525]
1,[ 0.49655035  0.50344968]
0,[ 0.51193106  0.48806891]
1,[ 0.48930377  0.51069629]
0,[ 0.50553811  0.49446192]
1,[ 0.48186892  0.51813114]
1,[ 0.48712677  0.51287323]
1,[ 0.48681876  0.51318127]
1,[ 0.48419389  0.51580608]
1,[ 0.48867449  0.51132554]
1,[ 0.48456189  0.51543814]
1,[ 0.49962869  0.50037134]
1,[ 0.4883599   0.51164007]
1,[ 0.48258454  0.51741546]
1,[ 0.47876057  0.5212394 ]
1,[ 0.48865655  0.51134342]
0,[ 0.50957304  0.49042696]
1,[ 0.4797388   0.52026123]
0,[ 0.52051121  0.47948876]
1,[ 0.47392085  0.52607912]
1,[ 0.48188031  0.51811963]
0,[ 0.51654768  0.48345235]
0,[ 0.51406962  0.48593035]
1,[ 0.48767346  0.5123266 ]
1,[ 0.49294177  0.5070582 ]
0,[ 0.50382233  0.49617773]
1,[ 0.49955741  0.50044262]
0,[ 0.50278383  0.49721617]
0,[ 0.50168461  0.49831536]
1,[ 0.49176833  0.50823164]
1,[ 0.48659155  0.51340842]
1,[ 0.49774575  0.50225425]
1,[ 0.47916692  0.52083308]
1,[ 0.49106723  0.50893277]
0,[ 0.50507563  0.49492443]
0,[ 0.50212377  0.49787623]
1,[ 0.47233394  0.52766603]
1,[ 0.49597496  0.50402504]
0,[ 0.50339645  0.49660355]
1,[ 0.48575291  0.51424712]
1,[ 0.46966416  0.53033584]
1,[ 0.4864265   0.51357353]
1,[ 0.49105084  0.50894916]
1,[ 0.48373491  0.51626509]
0,[ 0.50295848  0.49704149]
0,[ 0.5067367  0.4932633]
1,[ 0.48147216  0.51852787]
1,[ 0.48921764  0.51078236]
0,[ 0.52231491  0.47768512]
0,[ 0.50689322  0.49310678]
1,[ 0.48815  0.51185]
1,[ 0.49724424  0.5027557 ]
0,[ 0.51300687  0.48699319]
1,[ 0.47543967  0.52456033]
1,[ 0.49136096  0.5086391 ]
1,[ 0.48202959  0.51797038]
1,[ 0.47452703  0.525473  ]
0,[ 0.51586127  0.48413876]
0,[ 0.50865704  0.49134299]
1,[ 0.49038988  0.50961012]
1,[ 0.48937413  0.5106259 ]
0,[ 0.50020331  0.49979669]
0,[ 0.50153071  0.49846926]
0,[ 0.51001114  0.48998883]
1,[ 0.48088738  0.51911265]
1,[ 0.47912124  0.52087873]
0,[ 0.5008781   0.49912187]
1,[ 0.47819537  0.52180469]
1,[ 0.48976591  0.51023406]
1,[ 0.49631017  0.50368977]
1,[ 0.48946807  0.5105319 ]
0,[ 0.50378323  0.49621677]
1,[ 0.49239069  0.50760937]
1,[ 0.49986774  0.50013232]
1,[ 0.49647558  0.50352442]
1,[ 0.47591305  0.52408695]
1,[ 0.49485001  0.50514996]
1,[ 0.48099577  0.51900423]
1,[ 0.48920116  0.51079881]
1,[ 0.48142153  0.51857847]
1,[ 0.47917032  0.52082968]
1,[ 0.48166931  0.51833069]
1,[ 0.48278683  0.51721317]
1,[ 0.47635353  0.52364647]
1,[ 0.48755345  0.51244658]
1,[ 0.48379862  0.51620138]
1,[ 0.47600332  0.52399671]
0,[ 0.50714582  0.49285421]
1,[ 0.49772704  0.50227302]
1,[ 0.47940707  0.52059293]
1,[ 0.47515458  0.52484542]
1,[ 0.48751786  0.51248217]
1,[ 0.48866299  0.51133698]
1,[ 0.48859236  0.51140767]
0,[ 0.50585234  0.49414763]
1,[ 0.49287364  0.50712639]
1,[ 0.49537668  0.50462335]
1,[ 0.49282888  0.50717115]
1,[ 0.4935315   0.50646847]
1,[ 0.47963405  0.52036595]
0,[ 0.5058943   0.49410573]
1,[ 0.4911356  0.5088644]
1,[ 0.4769437   0.52305627]
0,[ 0.5003342   0.49966583]
0,[ 0.50520664  0.4947933 ]
0,[ 0.52692771  0.47307232]
0,[ 0.50420171  0.49579829]
0,[ 0.50032437  0.49967566]
1,[ 0.49451184  0.50548816]
1,[ 0.48471776  0.51528221]
1,[ 0.47622225  0.52377772]
1,[ 0.49215484  0.50784516]
0,[ 0.51713884  0.48286122]
1,[ 0.47753668  0.52246332]
1,[ 0.48449406  0.51550591]
1,[ 0.48755834  0.51244169]
1,[ 0.47916698  0.52083302]
1,[ 0.48256081  0.51743919]
1,[ 0.48726386  0.51273614]
1,[ 0.48297697  0.51702297]
1,[ 0.48939556  0.51060444]
0,[ 0.50093263  0.4990674 ]
1,[ 0.4749625   0.52503747]
1,[ 0.49572968  0.50427037]
0,[ 0.503766  0.496234]
1,[ 0.49075758  0.50924242]
1,[ 0.49106354  0.50893646]
1,[ 0.48505545  0.51494455]
1,[ 0.47136679  0.52863318]
1,[ 0.49216771  0.50783229]
0,[ 0.50435889  0.49564111]
0,[ 0.50764745  0.49235255]
0,[ 0.5227344  0.4772656]
1,[ 0.48925319  0.51074684]
1,[ 0.482945    0.51705503]
0,[ 0.51012403  0.48987594]
1,[ 0.49454063  0.50545931]
1,[ 0.49102053  0.50897944]
1,[ 0.49489003  0.50510997]
1,[ 0.48530409  0.51469588]
0,[ 0.50017363  0.4998264 ]
1,[ 0.4982827   0.50171733]
1,[ 0.47747743  0.52252257]
1,[ 0.49737573  0.50262427]
1,[ 0.49572101  0.50427902]
0,[ 0.50045949  0.49954054]
1,[ 0.4989593  0.5010407]
1,[ 0.48179662  0.51820338]
1,[ 0.47230476  0.52769524]
1,[ 0.48580858  0.51419145]
1,[ 0.47850233  0.52149767]
1,[ 0.49857008  0.50142992]
1,[ 0.49100894  0.50899112]
0,[ 0.50222921  0.49777076]
1,[ 0.4918924  0.5081076]
1,[ 0.47505006  0.52494991]
1,[ 0.47425324  0.52574676]
1,[ 0.47806603  0.52193397]
0,[ 0.50631475  0.49368525]
1,[ 0.49534881  0.50465119]
0,[ 0.50416881  0.49583119]
1,[ 0.49841991  0.50158012]
1,[ 0.4891144  0.5108856]
1,[ 0.48316601  0.51683402]
1,[ 0.47814667  0.52185339]
1,[ 0.49893016  0.50106978]
0,[ 0.507734    0.49226597]
1,[ 0.49768463  0.5023154 ]
1,[ 0.48899105  0.51100898]
1,[ 0.48605964  0.51394033]
1,[ 0.4822762   0.51772386]
1,[ 0.47799858  0.52200145]
1,[ 0.48310801  0.51689202]
0,[ 0.51316899  0.48683098]
0,[ 0.50375807  0.4962419 ]
0,[ 0.50176877  0.49823123]
1,[ 0.47635946  0.52364057]
0,[ 0.51926988  0.48073012]
1,[ 0.48836339  0.51163661]
0,[ 0.5080514   0.49194863]
1,[ 0.48246473  0.51753527]
1,[ 0.48640218  0.51359785]
1,[ 0.48644546  0.51355457]
1,[ 0.49531868  0.50468135]
1,[ 0.48820052  0.51179945]
1,[ 0.48942778  0.51057225]
1,[ 0.49988571  0.50011426]
1,[ 0.49415362  0.50584644]
1,[ 0.49252397  0.50747603]
1,[ 0.48875919  0.51124084]
1,[ 0.49413574  0.50586426]
1,[ 0.49395159  0.50604844]
1,[ 0.49198303  0.508017  ]
1,[ 0.47905132  0.52094871]
0,[ 0.50405061  0.49594936]
0,[ 0.50988477  0.49011526]
0,[ 0.51293904  0.48706093]
0,[ 0.50639915  0.49360088]
1,[ 0.49616781  0.50383222]
1,[ 0.48675531  0.51324463]
1,[ 0.4948895   0.50511044]
0,[ 0.50428009  0.49571991]
0,[ 0.50602663  0.4939734 ]
0,[ 0.50390422  0.49609578]
1,[ 0.47566935  0.52433062]
0,[ 0.50739676  0.49260321]
1,[ 0.48263246  0.51736754]
1,[ 0.48747525  0.51252478]
1,[ 0.49658185  0.50341815]
1,[ 0.49295598  0.50704402]
1,[ 0.47287512  0.52712494]
1,[ 0.48433688  0.51566315]
1,[ 0.48710263  0.51289737]
1,[ 0.4734318   0.52656823]
1,[ 0.49049833  0.5095017 ]
1,[ 0.48972961  0.51027042]
0,[ 0.51611674  0.48388329]
1,[ 0.49486041  0.50513959]
1,[ 0.49980009  0.50019991]
1,[ 0.48464009  0.51535988]
1,[ 0.47056672  0.52943331]
1,[ 0.48025209  0.51974791]
1,[ 0.49751186  0.50248814]
1,[ 0.481161  0.518839]
1,[ 0.48229727  0.51770276]
1,[ 0.48543656  0.51456344]
1,[ 0.47612023  0.52387977]
1,[ 0.49648431  0.50351566]
1,[ 0.49295461  0.50704539]
1,[ 0.48541769  0.51458228]
1,[ 0.48851219  0.51148784]
1,[ 0.4725877  0.5274123]
1,[ 0.49340543  0.5065946 ]
1,[ 0.49386814  0.50613183]
1,[ 0.47322619  0.52677387]
1,[ 0.48334923  0.5166508 ]
0,[ 0.50392002  0.49608001]
1,[ 0.49628797  0.503712  ]
0,[ 0.50108463  0.49891531]
1,[ 0.48688066  0.5131194 ]
1,[ 0.4730826  0.5269174]
1,[ 0.4807092  0.5192908]
1,[ 0.49239343  0.50760657]
1,[ 0.4867883   0.51321173]
1,[ 0.48582584  0.51417416]
1,[ 0.47848895  0.52151102]
1,[ 0.48845616  0.51154387]
1,[ 0.49745888  0.50254118]
0,[ 0.51854372  0.48145631]
1,[ 0.48704118  0.51295877]
1,[ 0.48100775  0.51899225]
0,[ 0.51937389  0.48062608]
1,[ 0.47943002  0.52056998]
1,[ 0.47478813  0.52521193]
0,[ 0.51370901  0.48629099]
1,[ 0.48808956  0.51191044]
1,[ 0.48932427  0.51067567]
1,[ 0.48973632  0.51026368]
0,[ 0.50757897  0.49242109]
1,[ 0.48732853  0.51267153]
1,[ 0.474015  0.525985]
1,[ 0.49203634  0.50796372]
1,[ 0.48520011  0.51479983]
1,[ 0.49416649  0.50583351]
1,[ 0.47483364  0.52516639]
0,[ 0.50705004  0.49295002]
1,[ 0.47807816  0.52192181]
1,[ 0.47152606  0.52847397]
1,[ 0.49137649  0.50862348]
1,[ 0.47827676  0.52172321]
1,[ 0.49590191  0.50409806]
1,[ 0.48374918  0.51625079]
1,[ 0.49880251  0.50119746]
1,[ 0.49126381  0.50873619]
1,[ 0.49346048  0.50653946]
1,[ 0.49810988  0.50189012]
1,[ 0.48913217  0.51086783]
1,[ 0.48950759  0.51049238]
0,[ 0.50441772  0.49558231]
0,[ 0.50351  0.49649]
1,[ 0.48997408  0.51002592]
1,[ 0.49662718  0.50337285]
1,[ 0.48764703  0.51235294]
1,[ 0.49252167  0.50747836]
